31, 2024-12-16 18:38:24.181, 10
67, 2024-12-16 18:38:24.382, 0
B8, 2024-12-16 18:38:24.584, 30
6F, 2024-12-16 18:38:24.992, 86
F9, 2024-12-16 18:38:25.178, 20
85, 2024-12-16 18:38:25.378, 82
BF, 2024-12-16 18:38:25.579, 18
80, 2024-12-16 18:38:25.78, 24
24, 2024-12-16 18:38:25.982, 88
CA, 2024-12-16 18:38:26.187, 3
09, 2024-12-16 18:38:26.391, 69
2E, 2024-12-16 18:38:26.578, 83
9F, 2024-12-16 18:38:26.78, 54
47, 2024-12-16 18:38:26.979, 4
A3, 2024-12-16 18:38:27.181, 23
0B, 2024-12-16 18:38:27.383, 86
04, 2024-12-16 18:38:27.79, 18
A3, 2024-12-16 18:38:27.978, 12
C8, 2024-12-16 18:38:28.179, 6
4B, 2024-12-16 18:38:28.383, 38
87, 2024-12-16 18:38:28.585, 64
23, 2024-12-16 18:38:28.788, 41
43, 2024-12-16 18:38:28.988, 20
4D, 2024-12-16 18:38:29.188, 83
A7, 2024-12-16 18:38:29.391, 50
A9, 2024-12-16 18:38:29.593, 70
57, 2024-12-16 18:38:29.779, 7
D0, 2024-12-16 18:38:29.979, 44
95, 2024-12-16 18:38:30.18, 19
3E, 2024-12-16 18:38:30.382, 37
76, 2024-12-16 18:38:30.583, 88
2A, 2024-12-16 18:38:30.782, 51
19, 2024-12-16 18:38:30.983, 62
BF, 2024-12-16 18:38:31.183, 61
18, 2024-12-16 18:38:31.388, 82
D6, 2024-12-16 18:38:31.59, 2
49, 2024-12-16 18:38:31.79, 35
E6, 2024-12-16 18:38:31.978, 40
F4, 2024-12-16 18:38:32.178, 29
F6, 2024-12-16 18:38:32.584, 9
08, 2024-12-16 18:38:32.786, 36
33, 2024-12-16 18:38:32.989, 53
EC, 2024-12-16 18:38:33.19, 64
2D, 2024-12-16 18:38:33.391, 59
D6, 2024-12-16 18:38:33.591, 14
AA, 2024-12-16 18:38:33.982, 9
D5, 2024-12-16 18:38:34.185, 28
2D, 2024-12-16 18:38:34.388, 88
4B, 2024-12-16 18:38:34.591, 77
D3, 2024-12-16 18:38:34.779, 33
F9, 2024-12-16 18:38:34.981, 37
11, 2024-12-16 18:38:35.182, 8
EF, 2024-12-16 18:38:35.384, 45
98, 2024-12-16 18:38:35.588, 24
72, 2024-12-16 18:38:35.789, 30
FD, 2024-12-16 18:38:35.99, 23
D3, 2024-12-16 18:38:36.193, 45
EE, 2024-12-16 18:38:36.381, 49
33, 2024-12-16 18:38:36.584, 84
F1, 2024-12-16 18:38:36.786, 20
5D, 2024-12-16 18:38:36.988, 81
AA, 2024-12-16 18:38:37.392, 26
C8, 2024-12-16 18:38:37.582, 67
FA, 2024-12-16 18:38:37.783, 69
F9, 2024-12-16 18:38:37.985, 20
21, 2024-12-16 18:38:38.184, 80
79, 2024-12-16 18:38:38.387, 54
82, 2024-12-16 18:38:38.588, 7
87, 2024-12-16 18:38:38.791, 41
F8, 2024-12-16 18:38:38.993, 43
FB, 2024-12-16 18:38:39.178, 58
B3, 2024-12-16 18:38:39.392, 59
E9, 2024-12-16 18:38:39.578, 57
7A, 2024-12-16 18:38:39.782, 27
42, 2024-12-16 18:38:39.982, 32
64, 2024-12-16 18:38:40.184, 65
29, 2024-12-16 18:38:40.385, 53
01, 2024-12-16 18:38:40.586, 14
34, 2024-12-16 18:38:40.787, 43
5C, 2024-12-16 18:38:40.989, 52
AD, 2024-12-16 18:38:41.188, 38
1C, 2024-12-16 18:38:41.391, 5
71, 2024-12-16 18:38:41.779, 89
E5, 2024-12-16 18:38:41.979, 8
FE, 2024-12-16 18:38:42.192, 67
7F, 2024-12-16 18:38:42.579, 35
82, 2024-12-16 18:38:42.78, 19
84, 2024-12-16 18:38:42.984, 17
62, 2024-12-16 18:38:43.184, 40
27, 2024-12-16 18:38:43.385, 57
F3, 2024-12-16 18:38:43.59, 43
27, 2024-12-16 18:38:43.778, 19
07, 2024-12-16 18:38:43.982, 90
C2, 2024-12-16 18:38:44.183, 74
D9, 2024-12-16 18:38:44.383, 51
0E, 2024-12-16 18:38:44.588, 86
EA, 2024-12-16 18:38:44.99, 43
49, 2024-12-16 18:38:45.178, 45
62, 2024-12-16 18:38:45.379, 69
24, 2024-12-16 18:38:45.58, 79
8A, 2024-12-16 18:38:45.783, 52
79, 2024-12-16 18:38:46.19, 78
CD, 2024-12-16 18:38:46.378, 9
A5, 2024-12-16 18:38:46.592, 3
44, 2024-12-16 18:38:46.791, 58
95, 2024-12-16 18:38:46.978, 45
B4, 2024-12-16 18:38:47.18, 45
7F, 2024-12-16 18:38:47.385, 61
CD, 2024-12-16 18:38:47.587, 31
B2, 2024-12-16 18:38:47.791, 32
D0, 2024-12-16 18:38:47.99, 28
2C, 2024-12-16 18:38:48.19, 40
47, 2024-12-16 18:38:48.391, 24
A7, 2024-12-16 18:38:48.59, 31
33, 2024-12-16 18:38:48.78, 77
FC, 2024-12-16 18:38:48.981, 16
34, 2024-12-16 18:38:49.184, 89
5A, 2024-12-16 18:38:49.383, 42
1D, 2024-12-16 18:38:49.589, 46
7A, 2024-12-16 18:38:49.79, 39
F7, 2024-12-16 18:38:49.991, 4
97, 2024-12-16 18:38:50.193, 11
F8, 2024-12-16 18:38:50.393, 64
E5, 2024-12-16 18:38:50.581, 78
1F, 2024-12-16 18:38:50.782, 73
DE, 2024-12-16 18:38:50.981, 23
19, 2024-12-16 18:38:51.185, 86
C6, 2024-12-16 18:38:51.39, 60
01, 2024-12-16 18:38:51.593, 47
90, 2024-12-16 18:38:51.782, 74
0C, 2024-12-16 18:38:51.983, 74
40, 2024-12-16 18:38:52.183, 7
12, 2024-12-16 18:38:52.386, 54
55, 2024-12-16 18:38:52.585, 32
AF, 2024-12-16 18:38:52.783, 33
6D, 2024-12-16 18:38:52.986, 32
5B, 2024-12-16 18:38:53.39, 78
97, 2024-12-16 18:38:53.592, 49
44, 2024-12-16 18:38:53.778, 80
DC, 2024-12-16 18:38:53.978, 23
1A, 2024-12-16 18:38:54.179, 54
89, 2024-12-16 18:38:54.381, 59
63, 2024-12-16 18:38:54.582, 89
17, 2024-12-16 18:38:54.784, 71
53, 2024-12-16 18:38:54.982, 87
D6, 2024-12-16 18:38:55.185, 22
86, 2024-12-16 18:38:55.382, 46
6A, 2024-12-16 18:38:55.58, 68
AF, 2024-12-16 18:38:55.783, 63
CF, 2024-12-16 18:38:55.987, 65
2E, 2024-12-16 18:38:56.19, 40
4F, 2024-12-16 18:38:56.392, 28
E7, 2024-12-16 18:38:56.78, 1
7D, 2024-12-16 18:38:56.981, 2
A8, 2024-12-16 18:38:57.384, 11
11, 2024-12-16 18:38:57.586, 18
C0, 2024-12-16 18:38:57.788, 60
0B, 2024-12-16 18:38:57.987, 27
57, 2024-12-16 18:38:58.186, 19
AA, 2024-12-16 18:38:58.388, 21
38, 2024-12-16 18:38:58.591, 17
26, 2024-12-16 18:38:58.983, 17
AD, 2024-12-16 18:38:59.188, 51
7D, 2024-12-16 18:38:59.387, 49
33, 2024-12-16 18:38:59.589, 41
EE, 2024-12-16 18:38:59.791, 35
4D, 2024-12-16 18:38:59.982, 36
58, 2024-12-16 18:39:00.185, 33
CB, 2024-12-16 18:39:00.587, 49
71, 2024-12-16 18:39:00.79, 61
78, 2024-12-16 18:39:01.179, 69
A9, 2024-12-16 18:39:01.382, 68
AD, 2024-12-16 18:39:01.79, 11
FA, 2024-12-16 18:39:01.99, 29
C2, 2024-12-16 18:39:02.19, 31
0A, 2024-12-16 18:39:02.393, 22
3C, 2024-12-16 18:39:02.593, 34
37, 2024-12-16 18:39:02.792, 76
57, 2024-12-16 18:39:02.978, 65
6C, 2024-12-16 18:39:03.179, 35
FD, 2024-12-16 18:39:03.384, 30
39, 2024-12-16 18:39:03.587, 86
12, 2024-12-16 18:39:03.778, 9
42, 2024-12-16 18:39:04.184, 1
EC, 2024-12-16 18:39:04.388, 30
C5, 2024-12-16 18:39:04.589, 32
45, 2024-12-16 18:39:04.789, 7
38, 2024-12-16 18:39:04.99, 23
64, 2024-12-16 18:39:05.178, 89
2A, 2024-12-16 18:39:05.393, 59
B7, 2024-12-16 18:39:05.791, 0
21, 2024-12-16 18:39:05.978, 37
1C, 2024-12-16 18:39:06.192, 88
1B, 2024-12-16 18:39:06.379, 61
13, 2024-12-16 18:39:06.578, 23
3E, 2024-12-16 18:39:06.779, 71
7A, 2024-12-16 18:39:06.982, 32
15, 2024-12-16 18:39:07.385, 62
E8, 2024-12-16 18:39:07.793, 71
B0, 2024-12-16 18:39:07.98, 1
29, 2024-12-16 18:39:08.18, 67
B5, 2024-12-16 18:39:08.385, 28
71, 2024-12-16 18:39:08.584, 51
B1, 2024-12-16 18:39:08.786, 77
FF, 2024-12-16 18:39:08.985, 42
E2, 2024-12-16 18:39:09.188, 13
0D, 2024-12-16 18:39:09.389, 24
D6, 2024-12-16 18:39:09.792, 51
5A, 2024-12-16 18:39:09.978, 74
F0, 2024-12-16 18:39:10.183, 18
9D, 2024-12-16 18:39:10.386, 37
86, 2024-12-16 18:39:10.59, 87
35, 2024-12-16 18:39:10.79, 12
35, 2024-12-16 18:39:10.987, 14
87, 2024-12-16 18:39:11.19, 52
86, 2024-12-16 18:39:11.378, 58
AB, 2024-12-16 18:39:11.592, 8
51, 2024-12-16 18:39:11.991, 56
78, 2024-12-16 18:39:12.191, 84
AC, 2024-12-16 18:39:12.379, 23
C2, 2024-12-16 18:39:12.581, 74
9A, 2024-12-16 18:39:12.779, 49
9B, 2024-12-16 18:39:13.183, 69
62, 2024-12-16 18:39:13.384, 75
C1, 2024-12-16 18:39:13.583, 39
F6, 2024-12-16 18:39:13.782, 52
0F, 2024-12-16 18:39:13.985, 64
C1, 2024-12-16 18:39:14.187, 84
52, 2024-12-16 18:39:14.392, 40
10, 2024-12-16 18:39:14.781, 38
18, 2024-12-16 18:39:14.981, 5
FA, 2024-12-16 18:39:15.385, 46
69, 2024-12-16 18:39:15.585, 27
D4, 2024-12-16 18:39:15.786, 9
A2, 2024-12-16 18:39:16.192, 27
A8, 2024-12-16 18:39:16.391, 21
26, 2024-12-16 18:39:16.589, 16
C3, 2024-12-16 18:39:16.778, 20
EC, 2024-12-16 18:39:17.186, 20
D9, 2024-12-16 18:39:17.384, 75
0E, 2024-12-16 18:39:17.584, 62
B6, 2024-12-16 18:39:17.784, 24
5E, 2024-12-16 18:39:17.982, 14
1E, 2024-12-16 18:39:18.186, 21
DC, 2024-12-16 18:39:18.389, 24
71, 2024-12-16 18:39:18.591, 80
D5, 2024-12-16 18:39:18.792, 50
35, 2024-12-16 18:39:18.978, 45
D0, 2024-12-16 18:39:19.181, 90
DE, 2024-12-16 18:39:19.584, 45
59, 2024-12-16 18:39:19.786, 49
24, 2024-12-16 18:39:20.186, 17
B8, 2024-12-16 18:39:20.386, 75
77, 2024-12-16 18:39:20.588, 31
08, 2024-12-16 18:39:20.788, 46
F4, 2024-12-16 18:39:21.192, 20
54, 2024-12-16 18:39:21.381, 2
E9, 2024-12-16 18:39:21.58, 47
BF, 2024-12-16 18:39:21.786, 34
A0, 2024-12-16 18:39:21.988, 73
A7, 2024-12-16 18:39:22.19, 49
37, 2024-12-16 18:39:22.391, 69
EC, 2024-12-16 18:39:22.579, 84
87, 2024-12-16 18:39:22.781, 51
B3, 2024-12-16 18:39:22.983, 11
C8, 2024-12-16 18:39:23.188, 6
09, 2024-12-16 18:39:23.389, 19
70, 2024-12-16 18:39:23.588, 87
03, 2024-12-16 18:39:23.988, 4
EB, 2024-12-16 18:39:24.393, 21
A0, 2024-12-16 18:39:24.578, 30
95, 2024-12-16 18:39:24.78, 34
55, 2024-12-16 18:39:25.186, 43
B0, 2024-12-16 18:39:25.388, 25
D6, 2024-12-16 18:39:25.59, 81
94, 2024-12-16 18:39:25.792, 10
01, 2024-12-16 18:39:25.979, 11
4C, 2024-12-16 18:39:26.384, 71
00, 2024-12-16 18:39:26.587, 59
9E, 2024-12-16 18:39:26.786, 69
44, 2024-12-16 18:39:26.988, 45
98, 2024-12-16 18:39:27.388, 87
41, 2024-12-16 18:39:27.588, 16
D5, 2024-12-16 18:39:27.788, 58
7B, 2024-12-16 18:39:27.986, 4
41, 2024-12-16 18:39:28.185, 58
18, 2024-12-16 18:39:28.385, 43
2A, 2024-12-16 18:39:28.586, 38
DD, 2024-12-16 18:39:28.988, 34
5E, 2024-12-16 18:39:29.192, 3
1C, 2024-12-16 18:39:29.392, 28
56, 2024-12-16 18:39:29.581, 25
7D, 2024-12-16 18:39:29.784, 39
CD, 2024-12-16 18:39:29.986, 59
B2, 2024-12-16 18:39:30.186, 8
2B, 2024-12-16 18:39:30.386, 10
9A, 2024-12-16 18:39:30.588, 27
80, 2024-12-16 18:39:30.988, 27
B7, 2024-12-16 18:39:31.189, 73
E1, 2024-12-16 18:39:31.389, 55
B3, 2024-12-16 18:39:31.588, 84
7A, 2024-12-16 18:39:31.787, 8
75, 2024-12-16 18:39:31.988, 81
72, 2024-12-16 18:39:32.189, 68
40, 2024-12-16 18:39:32.581, 25
C5, 2024-12-16 18:39:32.784, 73
4E, 2024-12-16 18:39:32.984, 12
6F, 2024-12-16 18:39:33.189, 41
EB, 2024-12-16 18:39:33.392, 65
B3, 2024-12-16 18:39:33.591, 1
04, 2024-12-16 18:39:33.791, 63
A7, 2024-12-16 18:39:33.989, 56
8C, 2024-12-16 18:39:34.391, 6
E1, 2024-12-16 18:39:34.592, 32
56, 2024-12-16 18:39:34.79, 58
09, 2024-12-16 18:39:34.99, 47
3B, 2024-12-16 18:39:35.189, 69
0D, 2024-12-16 18:39:35.388, 15
B8, 2024-12-16 18:39:35.78, 13
69, 2024-12-16 18:39:35.984, 73
30, 2024-12-16 18:39:36.185, 21
0F, 2024-12-16 18:39:36.389, 47
E8, 2024-12-16 18:39:36.591, 16
75, 2024-12-16 18:39:36.778, 0
CB, 2024-12-16 18:39:36.981, 30
47, 2024-12-16 18:39:37.385, 31
DD, 2024-12-16 18:39:37.589, 42
D0, 2024-12-16 18:39:37.793, 87
94, 2024-12-16 18:39:37.982, 13
F5, 2024-12-16 18:39:38.187, 70
C8, 2024-12-16 18:39:38.578, 5
D7, 2024-12-16 18:39:38.784, 32
0E, 2024-12-16 18:39:38.989, 29
81, 2024-12-16 18:39:39.393, 52
CA, 2024-12-16 18:39:39.581, 10
24, 2024-12-16 18:39:39.783, 60
81, 2024-12-16 18:39:39.981, 81
0E, 2024-12-16 18:39:40.179, 37
74, 2024-12-16 18:39:40.378, 6
38, 2024-12-16 18:39:40.592, 57
DC, 2024-12-16 18:39:40.79, 14
38, 2024-12-16 18:39:40.99, 38
F4, 2024-12-16 18:39:41.178, 87
C5, 2024-12-16 18:39:41.379, 45
65, 2024-12-16 18:39:41.581, 29
6A, 2024-12-16 18:39:41.785, 60
D4, 2024-12-16 18:39:41.987, 24
54, 2024-12-16 18:39:42.191, 67
D0, 2024-12-16 18:39:42.379, 35
47, 2024-12-16 18:39:42.579, 34
B8, 2024-12-16 18:39:42.984, 19
92, 2024-12-16 18:39:43.185, 40
91, 2024-12-16 18:39:43.389, 24
A4, 2024-12-16 18:39:43.59, 17
48, 2024-12-16 18:39:43.79, 14
69, 2024-12-16 18:39:43.991, 36
14, 2024-12-16 18:39:44.189, 65
4D, 2024-12-16 18:39:44.388, 64
E3, 2024-12-16 18:39:44.59, 14
C8, 2024-12-16 18:39:44.778, 71
8E, 2024-12-16 18:39:44.98, 49
EC, 2024-12-16 18:39:45.183, 64
60, 2024-12-16 18:39:45.386, 28
ED, 2024-12-16 18:39:45.589, 77
CA, 2024-12-16 18:39:45.79, 31
E1, 2024-12-16 18:39:45.992, 3
80, 2024-12-16 18:39:46.18, 77
F0, 2024-12-16 18:39:46.578, 33
2B, 2024-12-16 18:39:46.78, 34
74, 2024-12-16 18:39:46.983, 83
1F, 2024-12-16 18:39:47.184, 3
D3, 2024-12-16 18:39:47.387, 75
55, 2024-12-16 18:39:47.79, 59
4E, 2024-12-16 18:39:47.99, 40
30, 2024-12-16 18:39:48.191, 89
BE, 2024-12-16 18:39:48.578, 0
1D, 2024-12-16 18:39:48.778, 34
80, 2024-12-16 18:39:48.98, 0
87, 2024-12-16 18:39:49.181, 2
9E, 2024-12-16 18:39:49.379, 77
C9, 2024-12-16 18:39:49.582, 11
4E, 2024-12-16 18:39:49.785, 42
E6, 2024-12-16 18:39:49.986, 65
94, 2024-12-16 18:39:50.188, 63
1A, 2024-12-16 18:39:50.391, 44
39, 2024-12-16 18:39:50.591, 51
0F, 2024-12-16 18:39:50.792, 20
CB, 2024-12-16 18:39:50.978, 35
0F, 2024-12-16 18:39:51.18, 58
CF, 2024-12-16 18:39:51.382, 20
AD, 2024-12-16 18:39:51.586, 84
97, 2024-12-16 18:39:51.788, 45
34, 2024-12-16 18:39:51.978, 42
C4, 2024-12-16 18:39:52.18, 33
7E, 2024-12-16 18:39:52.379, 74
A6, 2024-12-16 18:39:52.582, 13
34, 2024-12-16 18:39:52.784, 44
DE, 2024-12-16 18:39:52.986, 4
67, 2024-12-16 18:39:53.379, 63
03, 2024-12-16 18:39:53.582, 87
B9, 2024-12-16 18:39:53.785, 16
D2, 2024-12-16 18:39:54.188, 50
42, 2024-12-16 18:39:54.389, 55
8F, 2024-12-16 18:39:54.59, 31
53, 2024-12-16 18:39:54.79, 43
B4, 2024-12-16 18:39:54.992, 18
FF, 2024-12-16 18:39:55.19, 2
AE, 2024-12-16 18:39:55.39, 63
5B, 2024-12-16 18:39:55.59, 6
29, 2024-12-16 18:39:55.992, 16
83, 2024-12-16 18:39:56.181, 61
9F, 2024-12-16 18:39:56.383, 74
22, 2024-12-16 18:39:56.584, 73
F0, 2024-12-16 18:39:56.787, 84
19, 2024-12-16 18:39:56.993, 80
B5, 2024-12-16 18:39:57.383, 12
BE, 2024-12-16 18:39:57.583, 37
5A, 2024-12-16 18:39:57.783, 63
62, 2024-12-16 18:39:57.988, 88
65, 2024-12-16 18:39:58.389, 4
56, 2024-12-16 18:39:58.588, 61
2A, 2024-12-16 18:39:58.79, 34
5A, 2024-12-16 18:39:58.99, 13
D7, 2024-12-16 18:39:59.18, 90
01, 2024-12-16 18:39:59.38, 61
EE, 2024-12-16 18:39:59.579, 52
7F, 2024-12-16 18:39:59.778, 46
DC, 2024-12-16 18:39:59.978, 51
D5, 2024-12-16 18:40:00.18, 4
4A, 2024-12-16 18:40:00.384, 80
D8, 2024-12-16 18:40:00.587, 19
55, 2024-12-16 18:40:00.786, 84
E0, 2024-12-16 18:40:00.988, 61
A2, 2024-12-16 18:40:01.188, 47
11, 2024-12-16 18:40:01.393, 24
0F, 2024-12-16 18:40:01.578, 83
C0, 2024-12-16 18:40:01.78, 88
8C, 2024-12-16 18:40:01.984, 77
48, 2024-12-16 18:40:02.189, 43
E1, 2024-12-16 18:40:02.383, 4
23, 2024-12-16 18:40:02.586, 45
07, 2024-12-16 18:40:02.791, 22
58, 2024-12-16 18:40:02.978, 55
86, 2024-12-16 18:40:03.18, 56
84, 2024-12-16 18:40:03.379, 54
32, 2024-12-16 18:40:03.582, 32
46, 2024-12-16 18:40:03.782, 23
93, 2024-12-16 18:40:03.981, 19
78, 2024-12-16 18:40:04.18, 2
E7, 2024-12-16 18:40:04.381, 64
F9, 2024-12-16 18:40:04.58, 2
FF, 2024-12-16 18:40:04.782, 67
34, 2024-12-16 18:40:04.982, 44
06, 2024-12-16 18:40:05.182, 19
29, 2024-12-16 18:40:05.588, 85
EF, 2024-12-16 18:40:05.787, 39
0D, 2024-12-16 18:40:05.99, 14
C8, 2024-12-16 18:40:06.18, 66
84, 2024-12-16 18:40:06.383, 28
B5, 2024-12-16 18:40:06.586, 63
AF, 2024-12-16 18:40:06.993, 32
63, 2024-12-16 18:40:07.379, 73
1E, 2024-12-16 18:40:07.582, 89
19, 2024-12-16 18:40:07.785, 57
18, 2024-12-16 18:40:07.986, 51
B3, 2024-12-16 18:40:08.187, 76
D4, 2024-12-16 18:40:08.391, 68
57, 2024-12-16 18:40:08.592, 69
E7, 2024-12-16 18:40:08.778, 24
F7, 2024-12-16 18:40:08.98, 20
11, 2024-12-16 18:40:09.385, 79
D3, 2024-12-16 18:40:09.584, 20
92, 2024-12-16 18:40:09.788, 79
6C, 2024-12-16 18:40:09.99, 54
0E, 2024-12-16 18:40:10.189, 88
05, 2024-12-16 18:40:10.391, 49
4E, 2024-12-16 18:40:10.591, 24
70, 2024-12-16 18:40:10.793, 0
D5, 2024-12-16 18:40:10.983, 56
90, 2024-12-16 18:40:11.186, 65
4D, 2024-12-16 18:40:11.385, 72
73, 2024-12-16 18:40:11.59, 74
DA, 2024-12-16 18:40:11.791, 83
F0, 2024-12-16 18:40:11.979, 42
2A, 2024-12-16 18:40:12.191, 83
9A, 2024-12-16 18:40:12.393, 2
9E, 2024-12-16 18:40:12.785, 84
81, 2024-12-16 18:40:12.988, 38
D8, 2024-12-16 18:40:13.192, 7
7F, 2024-12-16 18:40:13.38, 79
DD, 2024-12-16 18:40:13.582, 13
74, 2024-12-16 18:40:13.782, 72
9D, 2024-12-16 18:40:14.186, 43
5F, 2024-12-16 18:40:14.39, 65
64, 2024-12-16 18:40:14.592, 18
14, 2024-12-16 18:40:14.79, 21
24, 2024-12-16 18:40:14.992, 82
17, 2024-12-16 18:40:15.194, 1
5D, 2024-12-16 18:40:15.381, 77
A0, 2024-12-16 18:40:15.582, 40
8B, 2024-12-16 18:40:15.783, 34
F6, 2024-12-16 18:40:15.983, 4
43, 2024-12-16 18:40:16.186, 9
14, 2024-12-16 18:40:16.386, 1
40, 2024-12-16 18:40:16.59, 35
3D, 2024-12-16 18:40:16.792, 40
2E, 2024-12-16 18:40:16.981, 80
48, 2024-12-16 18:40:17.18, 17
98, 2024-12-16 18:40:17.381, 70
B3, 2024-12-16 18:40:17.584, 22
81, 2024-12-16 18:40:17.787, 51
50, 2024-12-16 18:40:17.987, 70
5C, 2024-12-16 18:40:18.187, 11
07, 2024-12-16 18:40:18.392, 20
74, 2024-12-16 18:40:18.592, 57
67, 2024-12-16 18:40:18.792, 43
67, 2024-12-16 18:40:18.978, 8
4B, 2024-12-16 18:40:19.181, 39
CE, 2024-12-16 18:40:19.382, 65
C6, 2024-12-16 18:40:19.582, 78
D1, 2024-12-16 18:40:19.784, 51
C9, 2024-12-16 18:40:19.984, 0
7C, 2024-12-16 18:40:20.183, 89
1B, 2024-12-16 18:40:20.382, 69
C9, 2024-12-16 18:40:20.587, 81
FA, 2024-12-16 18:40:20.787, 37
71, 2024-12-16 18:40:20.985, 61
31, 2024-12-16 18:40:21.385, 23
05, 2024-12-16 18:40:21.586, 34
A6, 2024-12-16 18:40:21.984, 13
DA, 2024-12-16 18:40:22.189, 18
15, 2024-12-16 18:40:22.39, 30
0B, 2024-12-16 18:40:22.59, 31
F7, 2024-12-16 18:40:22.778, 17
05, 2024-12-16 18:40:23.185, 28
22, 2024-12-16 18:40:23.386, 20
3C, 2024-12-16 18:40:23.587, 32
43, 2024-12-16 18:40:23.792, 79
34, 2024-12-16 18:40:23.979, 40
1A, 2024-12-16 18:40:24.387, 38
E3, 2024-12-16 18:40:24.787, 44
1E, 2024-12-16 18:40:24.99, 88
BC, 2024-12-16 18:40:25.191, 79
6C, 2024-12-16 18:40:25.392, 5
